provider,model,survey,N,created_at,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
anthropic,claude-3-haiku-20240307,valsamoggia,34,2025-04-04T16:04:13Z,5,7,3,7,6,3,6,7,2,2,7,4,3,6,6,7,7,8,4,8,7,7,7,4,6,4,4,4,4,5,7,3,4,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
anthropic,claude-3-haiku-20240307,zh_thalwil,32,2025-04-04T16:04:16Z,2,7,3,3,3,2,2,4,4,2,1,6,6,3,6,7,7,2,2,6,6,6,6,2,7,6,2,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,1,5,2,3,NA,NA,NA
anthropic,claude-3-haiku-20240307,zh_uster,32,2025-04-04T16:04:18Z,2,6,2,3,3,2,2,5,5,2,1,6,6,2,6,6,6,2,3,5,6,6,6,3,6,6,2,2,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,5,2,1,3,NA,NA,NA
anthropic,claude-3-haiku-20240307,zh_winterthur,34,2025-04-04T16:04:20Z,2,6,6,2,6,6,6,3,4,6,2,6,5,5,3,6,3,6,6,4,3,3,5,6,5,6,5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,3,4,2,NA,NA,NA,NA
anthropic,claude-3-haiku-20240307,zukunft,32,2025-04-04T16:04:21Z,6,6,2,2,2,5,5,3,2,6,2,6,6,6,2,6,6,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,5,3,4,2,NA,NA,NA
anthropic,claude-3-opus-20240229,acp,30,2025-04-04T16:04:25Z,6,7,7,7,8,7,4,10,7,8,7,6,3,7,8,9,2,6,5,8,6,4,3,9,8,6,6,5,6,8,10,5,6,8,7,6,8,8,7,6,7,7,10,9,7,10,9,5,NA,NA,3,1,4,2,5,NA,NA,NA,NA,NA
anthropic,claude-3-opus-20240229,auscj,30,2025-04-04T16:04:28Z,4,5,2,3,4,2,6,2,5,6,7,6,5,5,3,4,5,6,3,5,4,4,4,3,5,6,6,6,4,3,5,4,5,3,2,6,6,4,5,4,4,2,3,3,6,NA,NA,NA,NA,NA,6,5,3,2,8,1,7,4,NA,NA
anthropic,claude-3-opus-20240229,bep,30,2025-04-04T16:04:31Z,2,2,6,5,2,3,3,2,2,2,5,2,1,6,3,6,2,3,3,6,4,3,6,4,6,3,3,2,2,6,5,2,5,2,6,2,6,2,1,7,2,6,6,NA,NA,NA,NA,NA,NA,NA,7,6,2,4,1,5,3,NA,NA,NA
anthropic,claude-3-opus-20240229,biobanking_mayo_ubc,30,2025-04-04T16:04:33Z,7,8,3,7,11,5,3,8,6,7,7,10,8,1,1,8,4,2,6,3,8,4,10,6,2,10,5,6,10,9,3,4,10,6,5,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,2,6,4,7,NA,NA,NA
anthropic,claude-3-opus-20240229,biobanking_wa,30,2025-04-04T16:04:37Z,7,7,3,7,11,5,3,7,7,6,6,9,9,1,2,8,4,2,5,5,7,5,10,6,5,10,5,4,10,7,4,9,8,6,7,3,7,8,10,2,6,8,8,2,6,7,11,6,5,NA,2,4,6,3,7,5,1,NA,NA,NA
anthropic,claude-3-opus-20240229,ccps,30,2025-04-04T16:04:39Z,2,6,2,10,3,2,5,10,10,1,3,6,3,4,10,7,6,9,11,7,3,3,5,2,9,8,6,3,7,8,2,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,5,2,3,4,NA,NA,NA
anthropic,claude-3-opus-20240229,ds_aargau,30,2025-04-04T16:04:41Z,1,7,7,7,2,3,3,1,2,4,3,2,1,6,6,3,6,7,6,2,2,5,6,5,6,2,6,7,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,1,5,3,2,NA,NA,NA
anthropic,claude-3-opus-20240229,ds_bellinzona,30,2025-04-04T16:04:44Z,1,7,7,2,3,3,1,2,4,3,2,1,6,6,3,6,7,6,4,2,5,5,6,6,3,7,2,4,2,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,1,5,4,2,NA,NA,NA
anthropic,claude-3-opus-20240229,energy_futures,30,2025-04-04T16:04:47Z,7,7,8,6,9,5,8,3,7,6,7,4,2,8,10,3,6,4,7,6,5,6,9,9,5,8,7,2,6,3,2,9,6,7,4,6,4,7,4,6,5,5,5,8,9,NA,NA,NA,NA,NA,2,4,8,5,7,3,1,6,9,NA
anthropic,claude-3-opus-20240229,fnqcj,30,2025-04-04T16:04:50Z,3,8,8,6,10,7,8,6,4,9,2,8,8,2,5,8,8,6,6,9,4,10,3,11,2,2,4,2,2,6,10,4,10,6,6,4,8,5,8,10,2,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,1,NA,NA,NA,NA,NA
anthropic,claude-3-opus-20240229,forestera,30,2025-04-04T16:04:53Z,3,6,6,7,9,6,9,4,3,9,8,4,3,10,4,5,3,8,8,2,8,4,10,9,3,8,5,6,7,10,9,6,8,7,8,9,10,10,8,5,7,9,6,3,6,NA,NA,NA,NA,NA,5,6,2,7,4,3,1,NA,NA,NA
anthropic,claude-3-opus-20240229,fremantle,30,2025-04-04T16:04:56Z,3,2,2,10,8,7,2,4,1,6,2,5,4,4,6,9,10,5,2,8,5,7,9,6,10,9,9,7,10,11,8,3,5,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,6,1,4,NA,NA,NA,NA
anthropic,claude-3-opus-20240229,gbr,30,2025-04-04T16:04:58Z,6,3,5,7,1,2,4,5,2,6,5,2,2,2,6,6,5,4,4,3,6,6,6,2,4,4,2,3,2,6,6,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,5,7,6,NA,NA,NA
anthropic,claude-3-opus-20240229,swiss_health,30,2025-04-04T16:05:00Z,3,6,4,4,5,4,3,5,5,3,4,5,2,6,5,5,6,5,6,3,4,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,3,1,4,NA,NA,NA,NA
anthropic,claude-3-opus-20240229,uppsala_speaks,30,2025-04-04T16:05:03Z,6,6,3,4,5,4,3,4,4,4,4,3,2,5,5,4,3,5,4,2,4,2,3,3,4,2,4,4,4,5,3,5,4,6,2,2,2,4,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,7,1,5,2,NA,NA,NA
anthropic,claude-3-opus-20240229,valsamoggia,30,2025-04-04T16:05:05Z,6,3,5,5,10,10,5,3,7,2,7,7,9,2,11,1,4,9,5,6,5,4,5,7,11,9,7,8,8,1,3,4,6,7,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,NA,NA,NA,NA,NA,NA
anthropic,claude-3-opus-20240229,zh_thalwil,30,2025-04-04T16:05:08Z,1,7,2,2,3,1,2,4,3,2,1,6,6,3,6,7,6,2,2,5,6,5,6,2,6,7,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,1,5,3,2,NA,NA,NA
anthropic,claude-3-opus-20240229,zh_uster,30,2025-04-04T16:05:10Z,2,7,2,3,4,2,2,5,5,2,1,6,6,2,6,7,6,2,2,4,6,5,6,3,6,7,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,4,3,2,NA,NA,NA
anthropic,claude-3-opus-20240229,zh_winterthur,30,2025-04-04T16:05:12Z,2,7,6,2,6,6,6,2,4,5,1,6,4,4,4,6,3,5,4,5,3,2,3,6,5,6,6,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,1,2,NA,NA,NA,NA
anthropic,claude-3-opus-20240229,zukunft,30,2025-04-04T16:05:13Z,7,6,1,1,1,4,4,2,1,7,2,7,7,6,1,6,6,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,3,4,NA,NA,NA
cohere,command,acp,35,2025-04-04T16:05:17Z,1,1,11,1,11,4,11,11,1,11,1,3,1,11,11,11,1,3,1,1,11,11,11,11,11,1,11,11,1,11,11,1,11,1,11,11,11,11,11,3,1,11,11,11,3,11,11,11,NA,NA,3,5,2,1,4,NA,NA,NA,NA,NA
cohere,command,auscj,35,2025-04-04T16:05:20Z,7,5,7,2,4,6,5,5,5,5,6,6,1,5,3,5,7,7,4,7,3,7,3,1,3,7,7,7,6,7,7,3,3,2,2,3,5,7,6,2,5,1,5,7,4,NA,NA,NA,NA,NA,7,8,6,5,3,1,4,2,NA,NA
cohere,command,bep,30,2025-04-04T16:05:23Z,1,1,7,7,1,1,5,3,3,1,4,3,1,7,1,7,1,1,1,7,1,2,7,1,7,1,3,3,7,7,7,1,7,1,7,3,7,1,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,1,4,3,5,2,6,NA,NA,NA
cohere,command,biobanking_mayo_ubc,33,2025-04-04T16:05:26Z,11,11,3,11,11,1,1,11,11,1,1,11,11,1,1,11,11,1,1,11,11,1,11,1,11,11,11,11,11,11,1,11,11,11,11,11,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,7,3,2,4,6,NA,NA,NA
cohere,command,biobanking_wa,31,2025-04-04T16:05:29Z,11,11,1,11,11,1,1,11,1,1,1,11,11,1,1,11,11,1,1,11,11,1,11,1,11,11,11,11,11,11,1,11,11,11,11,11,1,11,11,1,11,11,11,1,11,11,11,11,1,NA,3,2,7,1,6,4,5,NA,NA,NA
cohere,command,ccps,30,2025-04-04T16:05:32Z,3,1,1,11,1,1,1,11,11,1,1,3,1,3,11,11,1,11,11,6,1,1,3,1,11,11,3,3,6,11,1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,5,3,1,2,NA,NA,NA
cohere,command,ds_aargau,30,2025-04-04T16:05:34Z,1,7,7,7,2,3,3,3,1,4,4,1,1,6,7,5,7,7,7,1,3,7,7,7,7,1,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,3,2,6,1,NA,NA,NA
cohere,command,ds_bellinzona,32,2025-04-04T16:05:37Z,1,7,7,1,1,1,3,1,3,4,2,1,7,7,6,7,7,7,7,1,7,7,7,7,1,7,2,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,4,2,3,NA,NA,NA
cohere,command,energy_futures,32,2025-04-04T16:05:40Z,11,3,11,1,11,1,11,3,6,11,11,1,1,11,11,1,11,1,11,1,11,11,11,11,1,11,1,1,11,1,1,11,11,11,1,11,1,1,1,11,1,3,3,11,11,NA,NA,NA,NA,NA,4,9,8,2,1,5,7,3,6,NA
cohere,command,fnqcj,34,2025-04-04T16:05:43Z,12,6,5,3,2,6,1,6,12,12,1,12,4,1,4,6,12,12,12,1,12,2,1,12,2,2,6,1,2,12,12,6,12,12,6,5,5,3,4,12,1,12,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,1,NA,NA,NA,NA,NA
cohere,command,forestera,34,2025-04-04T16:05:46Z,1,1,11,11,11,11,11,1,1,11,11,1,1,11,11,11,11,11,11,1,11,1,11,11,1,11,11,1,11,11,11,11,11,11,1,11,11,11,11,11,1,11,11,1,11,NA,NA,NA,NA,NA,4,2,1,7,5,6,3,NA,NA,NA
cohere,command,fremantle,32,2025-04-04T16:05:48Z,1,1,11,5,6,2,3,3,3,7,1,11,1,11,11,6,11,3,11,11,11,2,11,3,11,11,11,1,11,11,11,1,11,6,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,6,3,4,NA,NA,NA,NA
cohere,command,gbr,32,2025-04-04T16:05:51Z,7,5,7,7,3,4,6,3,1,6,7,3,3,3,7,4,7,5,7,1,7,7,5,5,7,7,2,1,1,7,6,7,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,2,5,6,4,NA,NA,NA
cohere,command,swiss_health,35,2025-04-04T16:05:53Z,1,5,6,1,1,7,2,7,7,1,5,7,1,5,6,2,6,5,7,2,6,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,5,3,NA,NA,NA,NA
cohere,command,uppsala_speaks,33,2025-04-04T16:05:56Z,6,7,2,4,6,6,5,1,5,5,3,7,2,4,1,2,4,6,2,3,5,7,3,6,6,2,1,2,5,3,1,5,5,6,2,5,5,3,5,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,3,6,4,7,1,5,2,NA,NA,NA
cohere,command,valsamoggia,31,2025-04-04T16:05:58Z,3,11,1,11,2,1,11,11,2,1,11,3,1,3,3,11,11,11,4,11,11,11,11,11,4,11,1,1,1,11,11,3,2,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,3,NA,NA,NA,NA,NA,NA
cohere,command,zh_thalwil,30,2025-04-04T16:06:00Z,1,7,1,3,3,3,1,4,4,3,1,7,7,3,7,7,7,1,2,7,7,7,7,1,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,2,1,4,NA,NA,NA
cohere,command,zh_uster,33,2025-04-04T16:06:03Z,1,7,1,1,4,3,1,3,4,1,1,7,7,7,7,7,7,1,1,6,6,7,7,2,7,7,3,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,2,3,5,1,NA,NA,NA
cohere,command,zh_winterthur,34,2025-04-04T16:06:05Z,1,7,7,1,7,7,7,1,3,7,1,7,7,3,1,7,1,7,7,1,1,1,7,7,6,7,7,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,1,2,NA,NA,NA,NA
cohere,command,zukunft,30,2025-04-04T16:06:06Z,7,6,1,1,1,1,3,1,1,7,1,7,7,6,1,7,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,2,4,5,3,NA,NA,NA
cohere,command-a-03-2025,acp,30,2025-04-10T18:18:31Z,6,7,9,8,8,9,9,10,7,7,5,4,3,8,9,9,2,6,6,8,7,9,3,9,9,5,9,4,9,9,11,6,7,9,7,8,9,9,8,4,8,8,10,10,6,10,9,7,NA,NA,2,1,4,5,3,NA,NA,NA,NA,NA
cohere,command-a-03-2025,auscj,30,2025-04-10T18:18:34Z,6,6,2,2,5,2,7,2,5,6,7,6,6,6,4,6,6,6,4,6,3,5,4,3,5,7,7,6,6,4,7,5,6,4,3,6,7,5,6,4,4,6,5,4,7,NA,NA,NA,NA,NA,6,5,3,4,7,1,8,2,NA,NA
cohere,command-a-03-2025,bep,31,2025-04-10T18:18:37Z,1,2,7,7,2,3,3,1,2,2,5,2,1,5,3,7,2,2,3,7,5,4,7,6,7,4,4,3,3,7,6,2,7,2,7,3,7,2,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,6,3,5,1,4,2,NA,NA,NA
cohere,command-a-03-2025,biobanking_mayo_ubc,30,2025-04-10T18:18:40Z,9,9,5,7,10,6,3,8,6,7,8,10,8,1,2,9,5,2,6,4,9,6,10,8,4,9,5,7,10,9,3,5,9,6,6,3,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,1,3,5,7,NA,NA,NA
cohere,command-a-03-2025,biobanking_wa,30,2025-04-10T18:18:43Z,9,8,5,9,10,6,4,9,7,4,8,10,9,2,2,9,6,2,5,4,9,7,10,8,5,9,7,6,10,8,3,9,10,7,7,3,6,8,10,2,3,9,9,3,6,8,10,9,6,NA,2,5,7,3,6,4,1,NA,NA,NA
cohere,command-a-03-2025,ccps,30,2025-04-10T18:18:45Z,2,4,2,9,4,3,5,10,10,2,2,6,3,4,10,8,6,9,11,7,2,3,4,2,10,9,6,3,7,10,2,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,4,3,2,5,NA,NA,NA
cohere,command-a-03-2025,ds_aargau,30,2025-04-10T18:18:47Z,1,7,7,7,2,3,3,1,2,4,3,2,1,7,7,3,7,7,7,1,2,7,7,7,7,2,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,4,3,2,NA,NA,NA
cohere,command-a-03-2025,ds_bellinzona,30,2025-04-10T18:18:50Z,1,7,7,2,2,3,1,2,4,3,2,1,7,7,3,7,7,7,6,2,7,6,7,7,2,7,2,6,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,1,4,2,5,NA,NA,NA
cohere,command-a-03-2025,energy_futures,30,2025-04-10T18:18:53Z,8,4,9,6,9,5,8,5,7,6,8,3,2,9,10,3,7,6,8,7,6,5,9,9,4,10,6,3,6,4,2,9,7,8,3,8,4,7,4,7,4,6,5,8,9,NA,NA,NA,NA,NA,4,5,8,2,7,3,1,6,9,NA
cohere,command-a-03-2025,fnqcj,30,2025-04-10T18:18:55Z,2,5,5,7,5,8,9,8,3,11,2,10,5,2,7,8,7,8,10,9,6,5,2,11,2,2,3,3,2,7,10,4,11,7,5,4,7,6,4,11,2,6,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,5,NA,NA,NA,NA,NA
cohere,command-a-03-2025,forestera,30,2025-04-10T18:18:58Z,4,4,9,7,9,7,9,3,3,9,8,4,6,9,7,7,5,9,9,2,8,6,10,8,3,9,9,8,7,10,9,5,9,8,8,9,9,10,8,9,7,9,8,2,8,NA,NA,NA,NA,NA,6,5,3,7,2,4,1,NA,NA,NA
cohere,command-a-03-2025,fremantle,30,2025-04-10T18:19:01Z,8,3,5,9,7,4,3,6,2,7,4,9,6,7,10,6,9,7,7,5,9,4,9,4,8,9,9,7,6,10,9,5,10,8,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,4,3,NA,NA,NA,NA
cohere,command-a-03-2025,gbr,30,2025-04-10T18:19:04Z,7,4,6,7,2,2,4,6,2,7,6,2,2,2,7,7,7,5,6,3,7,7,7,3,5,6,2,3,2,7,7,7,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,5,7,6,NA,NA,NA
cohere,command-a-03-2025,swiss_health,30,2025-04-10T18:19:05Z,5,7,6,4,7,5,3,6,5,3,6,7,2,6,7,6,7,5,7,4,5,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,2,3,6,NA,NA,NA,NA
cohere,command-a-03-2025,uppsala_speaks,30,2025-04-10T18:19:08Z,7,7,3,5,6,3,4,7,5,4,5,5,2,5,5,6,3,5,4,5,6,2,3,3,4,2,4,4,5,6,2,6,6,6,2,2,2,5,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,1,4,2,NA,NA,NA
cohere,command-a-03-2025,valsamoggia,30,2025-04-10T18:19:11Z,6,7,4,7,4,2,5,8,2,2,7,3,3,5,5,7,7,8,2,9,6,8,7,4,8,3,4,4,4,2,7,2,3,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,NA,NA,NA,NA,NA,NA
cohere,command-a-03-2025,zh_thalwil,30,2025-04-10T18:19:13Z,1,7,2,3,3,1,2,5,4,2,1,7,7,3,7,7,7,2,2,7,7,7,7,2,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,3,4,2,1,NA,NA,NA
cohere,command-a-03-2025,zh_uster,30,2025-04-10T18:19:15Z,1,7,2,3,3,1,2,5,5,2,1,7,7,2,7,7,7,2,2,6,6,7,7,2,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,1,3,5,4,NA,NA,NA
cohere,command-a-03-2025,zh_winterthur,30,2025-04-10T18:19:17Z,2,7,7,2,7,7,7,2,4,6,1,7,5,5,4,7,3,6,6,5,3,5,6,7,5,7,6,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,6,1,5,NA,NA,NA,NA
cohere,command-a-03-2025,zukunft,30,2025-04-10T18:19:18Z,7,7,1,1,1,6,4,2,1,7,1,7,7,7,1,7,7,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,5,3,4,1,NA,NA,NA
cohere,command-r-08-2024,acp,40,2025-04-04T16:06:10Z,11,11,11,11,11,11,11,11,11,11,11,1,1,11,11,11,1,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,NA,5,2,3,4,1,NA,NA,NA,NA,NA
cohere,command-r-08-2024,auscj,40,2025-04-04T16:06:15Z,4,6,4,5,5,3,7,3,6,6,6,6,6,5,5,7,6,6,5,6,5,6,5,5,6,6,6,6,6,4,6,6,5,5,4,5,5,4,5,5,6,5,5,4,5,NA,NA,NA,NA,NA,5,4,6,1,8,3,7,2,NA,NA
cohere,command-r-08-2024,bep,39,2025-04-04T16:06:18Z,1,1,7,7,1,1,1,1,1,1,6,1,1,7,1,7,1,1,1,7,1,1,7,7,7,1,1,1,1,7,7,1,7,1,7,1,7,1,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,6,2,3,1,4,5,NA,NA,NA
cohere,command-r-08-2024,biobanking_mayo_ubc,40,2025-04-04T16:06:21Z,11,11,4,11,11,11,4,11,11,11,11,11,11,1,2,11,11,1,1,11,11,11,11,11,1,11,11,11,11,11,1,1,11,1,11,1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,4,5,3,2,NA,NA,NA
cohere,command-r-08-2024,biobanking_wa,40,2025-04-04T16:06:24Z,11,11,11,11,11,11,1,11,11,11,11,11,11,1,1,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,1,11,11,11,1,1,11,11,11,11,NA,1,2,4,5,7,6,3,NA,NA,NA
cohere,command-r-08-2024,ccps,40,2025-04-04T16:06:27Z,1,1,1,11,1,1,1,11,11,1,1,11,1,1,11,11,11,11,11,11,1,1,1,1,11,11,4,1,11,11,1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,1,5,4,2,NA,NA,NA
cohere,command-r-08-2024,ds_aargau,40,2025-04-04T16:06:29Z,1,7,7,7,1,1,1,1,1,6,3,1,1,7,7,1,7,7,7,1,1,7,7,7,7,1,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,1,2,4,6,NA,NA,NA
cohere,command-r-08-2024,ds_bellinzona,40,2025-04-04T16:06:31Z,1,7,7,2,2,2,1,1,4,3,1,1,7,7,1,7,7,7,1,1,7,7,7,7,1,7,1,7,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,1,4,3,6,NA,NA,NA
cohere,command-r-08-2024,energy_futures,40,2025-04-04T16:06:34Z,11,11,11,1,11,1,11,11,11,11,11,1,1,11,11,1,11,1,11,11,1,11,11,11,1,11,11,1,11,1,1,11,11,11,1,11,1,11,1,11,11,11,11,11,11,NA,NA,NA,NA,NA,6,5,2,8,1,9,3,4,7,NA
cohere,command-r-08-2024,fnqcj,40,2025-04-04T16:06:37Z,12,1,6,12,1,12,12,12,12,12,1,12,6,1,12,12,12,12,12,12,12,1,1,12,1,1,1,1,1,12,12,1,12,12,12,1,12,12,1,12,1,12,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,1,2,NA,NA,NA,NA,NA
cohere,command-r-08-2024,forestera,40,2025-04-04T16:06:40Z,1,1,11,11,11,11,11,1,1,11,11,11,11,11,11,11,1,11,11,1,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,NA,NA,NA,NA,NA,5,3,4,7,6,2,1,NA,NA,NA
cohere,command-r-08-2024,fremantle,40,2025-04-04T16:06:43Z,11,1,11,11,11,1,1,11,1,11,1,11,11,11,11,11,11,11,1,11,11,1,11,11,11,11,11,11,11,11,11,1,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,3,1,5,NA,NA,NA,NA
cohere,command-r-08-2024,gbr,40,2025-04-04T16:06:45Z,7,2,7,7,1,1,1,7,2,7,7,1,1,1,7,7,7,7,7,2,7,7,7,1,1,7,1,2,2,7,7,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,3,4,7,6,NA,NA,NA
cohere,command-r-08-2024,swiss_health,40,2025-04-04T16:06:47Z,7,7,7,4,7,7,4,7,7,2,6,7,3,7,7,6,7,7,7,5,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,3,2,4,NA,NA,NA,NA
cohere,command-r-08-2024,uppsala_speaks,40,2025-04-04T16:06:50Z,7,7,1,7,7,1,5,7,3,7,7,7,1,4,7,7,6,7,1,7,7,1,3,7,5,1,7,6,7,7,1,7,7,7,1,1,1,7,1,3,1,7,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,4,1,7,5,NA,NA,NA
